specI	species	main_module	food_microbiome_metabolic_module	food_microbiome_metabolic_function	food_microbiome_functional_gene	gene	DO_IRD_Fa_Ma1_1
specI_v4_00300	Cronobacter dublinensis	F3MD_DNA_metabolism	F3MD_05_DNA_homologous_recombination	F3MD_05_D025_DNA_recombination_and_repair_helicases	F3MD_05_D025_DNA_recombination_and_repair_helicase_recO	1208656.SAMEA2272335.GCA_000319345_03886	1.3237689487620814
specI_v4_00300	Cronobacter dublinensis	F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L014_Long-chain-fatty-acidCoA_ligase	F3ML_04_L014_Long-chain-fatty-acidCoA_ligase_fadD	1208656.SAMEA2272335.GCA_000319345_04029	0.492976270236324
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_07_oligopeptides_ABC_transport_systems	F3MU_07_U076_glutathione_ABC_transporters	F3MU_07_U076_Glutathione_ABC_transport_system_ATP-binding_protein_gsiA	1208656.SAMEA2272335.GCA_000319345_04061	0.5019123959807892
specI_v4_00300	Cronobacter dublinensis	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N099_Tripeptide_aminopeptidase_t_pepT	F3MN_17_N099_Tripeptide_aminopeptidase_t_pepT	1208656.SAMEA2272335.GCA_000319345_04128	0.7948947515293838
specI_v4_00300	Cronobacter dublinensis	F3MW_cell_wall_metabolism	F3MW_02_peptidoglycan_biosynthesis	F3MW_02_W007_UDP-N-acetylmuramoyl-L-alanineD-glutamate_ligase	F3MW_02_W007_UDP-N-acetylmuramoyl-L-alanineD-glutamate_ligase_murD	1208661.SAMEA2272594.GCA_000319495_00251	0.579870865862622
specI_v4_00300	Cronobacter dublinensis	F3MD_DNA_metabolism	F3MD_06_DNA_integration_CRISPR_system	F3MD_05_D027_DNA_integration_CRISPR_helicase	F3MD_05_D027_CRISPR-associated_helicase_cas3	1208661.SAMEA2272594.GCA_000319495_00295	0.9128186981848418
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U086_iron_ABC_transport_systems	F3MU_11_U086_Iron_complex_ABC_transport_system_permease_protein_fhuB	1208661.SAMEA2272594.GCA_000319495_00331	3.51604239300828
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_05_amino_acids_amines_permeases	F3MU_05_U055_ethanolamine_permeases	F3MU_05_U055_Ethanolamine_permease_eatP	1208661.SAMEA2272594.GCA_000319495_00509	1.0383312691852575
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_06_chaperone_proteases	F3MT_06_T037_ATP-dependent_Lon_serine_proteases	F3MT_06_T037_ATP-dependent_Lon_serine_protease_lon2	1208661.SAMEA2272594.GCA_000319495_00633	1.2649721045911766
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U070_cysteine_methionine_ABC_transporters	F3MU_08_U070_D-methionine_ABC_transport_system_ATP-binding_protein_metN	1208661.SAMEA2272594.GCA_000319495_00679	2.575705473947926
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_22_ribose_nuclotide_catabolism	F3MC_22_C122_D-ribokinase	F3MC_22_C122_D-ribokinase_rbsk	1208661.SAMEA2272594.GCA_000319495_00700	1.0415862261419513
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_11_maltose_starch_dextran_catabolism	F3MC_11_C063_Maltodextrin_alpha-glucosidase	F3MC_11_C063_Maltodextrin_alpha-glucosidase_malZ	1208661.SAMEA2272594.GCA_000319495_00871	0.5901705260022778
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_11_maltose_starch_dextran_catabolism	F3MC_11_C059_Alpha_beta-phosphoglucomutase	F3MC_11_C059_Alpha-phosphoglucomutase_pgmA	1208661.SAMEA2272594.GCA_000319495_01030	1.8596977955556853
specI_v4_00300	Cronobacter dublinensis	F3MF_cofactors_metabolism	F3MF_06_biotin_biosynthesis	F3MF_06_F048_8-amino-7-oxononanoate_synthase	F3MF_06_F048_8-amino-7-oxononanoate_synthase_bioF	1208661.SAMEA2272594.GCA_000319495_01124	2.129910295764631
specI_v4_00300	Cronobacter dublinensis	F3MD_DNA_metabolism	F3MD_04_DNA_damage_repair	F3MD_04_D019_DNA_UV_damage_repair_system_uvr	F3MD_04_D019_UvrABC_repair_system_uvrB	1208661.SAMEA2272594.GCA_000319495_01131	2.2757945625978246
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_07_oligopeptides_ABC_transport_systems	F3MU_07_U076_glutathione_ABC_transporters	F3MU_07_U076_Glutathione_ABC_transport_system_permease_protein_gsiD	1208661.SAMEA2272594.GCA_000319495_01220	5.191656345926288
specI_v4_00300	Cronobacter dublinensis	F3MP_pyruvate_dissimilation	F3MP_19_malonate_catabolism	F3MP_19_Malonate_decarboxylase	F3MP_17_P075_Malonate_decarboxylase_putative_Acyl-transferase_mdcE	1208661.SAMEA2272594.GCA_000319495_01414	0.8411797623779302
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U086_iron_ABC_transport_systems	F3MU_11_U086_Iron_siderophore_complex_ABC_transport_system_outer-membrane_receptor_fhuE	1208661.SAMEA2272594.GCA_000319495_01488	0.4520625933867788
specI_v4_00300	Cronobacter dublinensis	F3MF_cofactors_metabolism	F3MF_04_NAD_biosynthesis	F3MF_04_F033_NH3-dependent_NAD+_synthetase	F3MF_04_F033_NH3-dependent_NAD+_synthetase_nadE	1208661.SAMEA2272594.GCA_000319495_01791	1.199516267650839
specI_v4_00300	Cronobacter dublinensis	F3ML_fatty_acids_metabolism	F3ML_01_fatty_acids_biosynthesis_initiation	F3ML_01_L001_Acetyl-CoA_carboxyltransferase	F3ML_01_L001_Biotin_carboxylase_accC	1208661.SAMEA2272594.GCA_000319495_02268	2.65812804911426
specI_v4_00300	Cronobacter dublinensis	F3MN_amino_acid_nitrogen_metabolism	F3MN_12_serine_threonine_catabolic_pathways	F3MN_12_N065_L-serine_deaminase	F3MN_12_N065_L-serine_deaminase_sdaAB	1208661.SAMEA2272594.GCA_000319495_02747	1.8666629558386651
specI_v4_00300	Cronobacter dublinensis	F3MN_amino_acid_nitrogen_metabolism	F3MN_30_histidine_biosynthesis	F3MN_30_N191_1-5-phosphoribosyl-5-5-phosphoribosylaminomethylideneamino-imidazole-4-carboxamide_isomerase	F3MN_30_N191_1-5-phosphoribosyl-5-5-phosphoribosylaminomethylideneamino-imidazole-4-carboxamide_isomerase_hisA	1208661.SAMEA2272594.GCA_000319495_02846	2.307402820411683
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C022_6-phosphogluconate_dehydrogenase	F3MC_03_C022_6-phosphogluconate_dehydrogenase_NADP-dependent_gnd	1208661.SAMEA2272594.GCA_000319495_02850	0.7069489492325158
specI_v4_00300	Cronobacter dublinensis	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_III_restriction_protein_res_subunit_yejH	1208661.SAMEA2272594.GCA_000319495_03021	1.4199401971764207
specI_v4_00300	Cronobacter dublinensis	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D007_DNA_polymerases	F3MD_01_D007_DNA_polymerase_umuC	1208661.SAMEA2272594.GCA_000319495_03032	3.0765370938822447
specI_v4_00300	Cronobacter dublinensis	F3MU_uptake_transport_systems	F3MU_17_inorganic_ions_permeases	F3MU_17_U110_sulfate_sulfonate_transport_systems	F3MU_17_U110_Sulfate_permease_sulP	1208661.SAMEA2272594.GCA_000319495_03051	2.089723309052091
specI_v4_00300	Cronobacter dublinensis	F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L021_3-ketoacyl-CoA_thiolase	F3ML_04_L021_3-ketoacyl-CoA_thiolase_fadA	1208661.SAMEA2272594.GCA_000319495_03266	2.575705473947926
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_01_Amino_acyl-tRNA_biosynthesis	F3MT_01_T001_Alanyl-tRNA_synthetase	F3MT_01_T001_Alanyl-tRNA_synthetase_alaS	1208661.SAMEA2272594.GCA_000319495_03747	0.4627660252636245
specI_v4_00300	Cronobacter dublinensis	F3MA_RNA_metabolism	F3MA_03_tRNA_modifications	F3MA_03_R013_tRNA_uridine_modification_proteins	F3MA_03_R013_tRNAs_pseudouridine_synthase_truD	1208661.SAMEA2272594.GCA_000319495_03779	1.6051497881124754
specI_v4_00300	Cronobacter dublinensis	F3MT_translation_and_posttranslation_processes	F3MT_05_translation_process	F3MT_05_T034_Peptide_chain_release_factors	F3MT_05_T034_Peptide_chain_release_factor_2_prfB	1208661.SAMEA2272594.GCA_000319495_03900	2.063764013287469
specI_v4_00300	Cronobacter dublinensis	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D002_DNA_replication_promosomal_proteins	F3MD_01_D002_Primer_RNA_polymerase_for_DNA_replication_dnaG	1208661.SAMEA2272594.GCA_000319495_04028	1.650327845062661
specI_v4_00300	Cronobacter dublinensis	F3MA_RNA_metabolism	F3MA_01_RNA_transcription	F3MA_01_R002_RNA_polymerase_sigma_factors	F3MA_01_R002_RNA_polymerase_primary_sigma_factor_rpoD	1208661.SAMEA2272594.GCA_000319495_04029	1.0415862261419513
specI_v4_00300	Cronobacter dublinensis	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N178_3-dehydroquinate_synthase	F3MN_28_N178_3-dehydroquinate_synthase_aroB	1208661.SAMEA2272594.GCA_000319495_04465	3.1948654436469464
specI_v4_00300	Cronobacter dublinensis	F3MC_carbohydrate_metabolism	F3MC_11_maltose_starch_dextran_catabolism	F3MC_11_C065_4-alpha-glucanotransferase_amylomaltase	F3MC_11_C065_4-alpha-glucanotransferase_amylomaltase_malQ	1208661.SAMEA2272594.GCA_000319495_04502	2.390402921865341
specI_v4_00300	Cronobacter dublinensis	F3MS_cell_division_and_shape	F3MS_01_general_cell_division_proteins	F3MS_01_S002_general_cell_division_proteins	F3MS_01_S002_Cell_division_protein_ftsN	1208661.SAMEA2272594.GCA_000319495_05253	1.0929802833529028
specI_v4_00300	Cronobacter dublinensis	F3MA_RNA_metabolism	F3MA_03_tRNA_modifications	F3MA_03_R011_tRNA_methyltransferases	F3MA_03_R011_tRNA_methyltransferase_trmA	1208661.SAMEA2272594.GCA_000319495_05284	2.6795645656393745
specI_v4_00047	Cronobacter sakazakii	F3MT_translation_and_posttranslation_processes	F3MT_02_Ribosome_biosynthesis	F3MT_02_T026_Ribosomal_proteins	F3MT_02_T026_Ribosomal_protein_S1_rpsA	1208662.SAMEA2272169.GCA_000319555_01268	0.5593703807058628
specI_v4_00047	Cronobacter sakazakii	F3MA_RNA_metabolism	F3MA_03_tRNA_modifications	F3MA_03_R013_tRNA_uridine_modification_proteins	F3MA_03_R013_tRNA-dihydrouridine_synthase_B_dusB	1208662.SAMEA2272169.GCA_000319555_03100	2.185960566705805
specI_v4_00047	Cronobacter sakazakii	F3MU_uptake_transport_systems	F3MU_04_sugar_ABC_transporters	F3MU_04_U048_G3P_ABC_transporter	F3MU_04_U048_sn-glycerol_3-phosphate_ABC_transport_system_permease_protein_ugpA	1208662.SAMEA2272169.GCA_000319555_03992	1.5454232843687554
specI_v4_00047	Cronobacter sakazakii	F3MC_carbohydrate_metabolism	F3MC_16_uronate_catabolism	F3MC_16_C094_2-dehydro-3-deoxygluconokinase	F3MC_16_C094_2-dehydro-3-deoxygluconokinase_kdgK	1208662.SAMEA2272169.GCA_000319555_04256	3.1948654436469464
specI_v4_00047	Cronobacter sakazakii	F3MF_cofactors_metabolism	F3MF_05_panthotenate_CoenzymeA_biosynthesis	F3MF_05_F037_3-methyl-2-oxobutanoate_hydroxymethyltransferase	F3MF_05_F037_3-methyl-2-oxobutanoate_hydroxymethyltransferase_panB	1208663.SAMEA2272479.GCA_000319595_00273	1.8666629558386651
specI_v4_00047	Cronobacter sakazakii	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U086_iron_ABC_transport_systems	F3MU_11_U086_Iron_complex_ABC_transport_system_permease_protein_fhuB	1208663.SAMEA2272479.GCA_000319595_00295	1.457307044470537
specI_v4_00047	Cronobacter sakazakii	F3MC_carbohydrate_metabolism	F3MC_13_lactose_galactose_catabolism	F3MC_13_C080_UDP-glucose-4-epimerase	F3MC_13_C080_UDP-glucose-4-epimerase_galE	1208663.SAMEA2272479.GCA_000319595_01131	1.0068666852705528
specI_v4_00047	Cronobacter sakazakii	F3MU_uptake_transport_systems	F3MU_01_sugar_PTS_phosphotransferase_systems	F3MU_01_U019_PTS_system_general_IIA_component_glucose_family_crr	F3MU_01_U019_PTS_system_general_IIA_component_glc_family_crr	1208663.SAMEA2272479.GCA_000319595_03547	0.9658895527304722
specI_v4_00047	Cronobacter sakazakii	F3MT_translation_and_posttranslation_processes	F3MT_05_translation_process	F3MT_05_T031_Translation_elongation_factors	F3MT_05_T031_Elongation_factor_P-R-beta-lysine_ligase_epmA	1208663.SAMEA2272479.GCA_000319595_04198	0.9204044491392864
specI_v4_00047	Cronobacter sakazakii	F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L014_Long-chain-fatty-acidCoA_ligase	F3ML_04_L014_Long-chain-fatty-acidCoA_ligase_fadD	1208663.SAMEA2272479.GCA_000319595_04243	5.034333426352765
specI_v4_00047	Cronobacter sakazakii	F3MF_cofactors_metabolism	F3MF_05_panthotenate_CoenzymeA_biosynthesis	F3MF_05_F037_3-methyl-2-oxobutanoate_hydroxymethyltransferase	F3MF_05_F037_3-methyl-2-oxobutanoate_hydroxymethyltransferase_panB	1208664.SAMEA2272354.GCA_000316155_00385	2.339901451685088
specI_v4_00047	Cronobacter sakazakii	F3MW_cell_wall_metabolism	F3MW_02_peptidoglycan_biosynthesis	F3MW_02_W009_D-alanineD-alanine_ligase_A	F3MW_02_W009_D-alanineD-alanine_ligase_A_ddlA	1208664.SAMEA2272354.GCA_000316155_00787	0.8790105982520698
specI_v4_00047	Cronobacter sakazakii	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D004_DNA_helicases	F3MD_01_D004_DNA_helicase_Unwinds_branched_duplex_DNA_Y-DNA_recG	1208664.SAMEA2272354.GCA_000316155_04876	2.05102472925483
specI_v4_00291	Acinetobacter junii	F3MB_nucleotide_metabolism	F3MB_03_guanine_biosynthesis	F3MB_03_B015_GMP_synthetase	F3MB_03_B015_GMP_synthetase_guaA	1217666.SAMN01087850.GCA_000368665_01856	1.4019662706298837
specI_v4_00291	Acinetobacter junii	F3MN_amino_acid_nitrogen_metabolism	F3MN_19_cysteine_biosynthesis	F3MN_19_N132_O-acetyl-L-serine_sulfhydrylase_cysteine_synthase_A	F3MN_19_N132_O-acetyl-L-serine_sulfhydrylase_cysteine_synthase_A_cysK	1217666.SAMN01087850.GCA_000368665_03579	0.994808401614618
specI_v4_03765	Empedobacter brevis	F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C007_Glyceraldehyde-3-phosphate_dehydrogenase	F3MC_01_C007_Glyceraldehyde-3-phosphate_dehydrogenase_gapA	1218108.SAMN02440982.GCA_000382425_00969	1.9836776485927308
specI_v4_00139	Pediococcus acidilactici	F3MN_amino_acid_nitrogen_metabolism	F3MN_10_aspartate_glutamate_catabolic_pathways	F3MN_10_N052_Asparagine_synthase	F3MN_10_N052_Asparagine_synthase_asnB1	1229281.SAMD00036646.GCA_000319265_00149	7.911095384268629
specI_v4_00010	Pseudomonas aeruginosa	F3MU_uptake_transport_systems	F3MU_08_amino_acids_amines_ABC_transport_systems	F3MU_08_U071_lysine_polar_amino_acids_ABC_transporters	F3MU_08_U071_Polar_amino_acid_ABC_transport_system_substrate-binding_protein_patS	1236530.SAMD00009096.GCA_000615565_05143	1.1866643076402943
specI_v4_00199	Leuconostoc mesenteroides	F3MN_amino_acid_nitrogen_metabolism	F3MN_10_aspartate_glutamate_catabolic_pathways	F3MN_10_N052_Asparagine_synthase	F3MN_10_N052_Asparagine_synthase_asnB1	1245.SAMD00022975.GCA_000787735_00233	7.069489492325158
specI_v4_00199	Leuconostoc mesenteroides	F3MU_uptake_transport_systems	F3MU_03_sugar:cation_MSF_symporters	F3MU_03_U042_glycerol_G3P_transporters	F3MU_03_U042_Glycerol-3-phosphate:cation_symporter_ACS_family_glpT	1245.SAMD00022975.GCA_000787735_00994	2.1955903489379898
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D016_DNA_adenine_methylases	F3MD_03_D016_Adenine_specific_DNA_methylase_Mod_mod	1245.SAMD00042708.GCA_001570665_01915	2.559830555772592
specI_v4_00199	Leuconostoc mesenteroides	F3MT_translation_and_posttranslation_processes	F3MT_06_chaperone_proteases	F3MT_06_T039_Stress_induced_ATP-dependent_Clp_protease	F3MT_06_T039_ATP-dependent_specificity_component_of_the_Clp_protease_clpX	1245.SAMD00042709.GCA_001515385_01988	42.66394703011746
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D007_DNA_polymerases	F3MD_01_D007_DNA_polymerase_umuC	1245.SAMD00065790.GCA_002370415_01509	1.538651816188814
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_05_DNA_homologous_recombination	F3MD_05_D022_DNA_recombinases	F3MD_05_D022_Recombinase_zinc_beta_ribbon_domain_int	1245.SAMN09099487.GCA_006406185_01006	1.825637396369684
specI_v4_00199	Leuconostoc mesenteroides	F3MP_pyruvate_dissimilation	F3MP_06_primary_alcohol_production	F3MP_06_Ethanol_dehydrogenase	F3MP_06_P015_Bifunctional_alcohol-acetaldehyde_dehydrogenase_adhE	1245.SAMN10484942.GCA_004745755_00059	11.08785337505948
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D014_DNA_cytosine_methylases	F3MD_03_D014_C-5_cytosine-specific_DNA_methylase_dcm	1245.SAMN10484942.GCA_004745755_00077	29.585329313771723
specI_v4_00199	Leuconostoc mesenteroides	F3MC_carbohydrate_metabolism	F3MC_13_lactose_galactose_catabolism	F3MC_13_C159_Arabinogalactan_endo-1-4-beta-galactosidase-	F3MC_13_C159_Arabinogalactan_endo-1-4-beta-galactosidase_ganB	1245.SAMN10484942.GCA_004745755_00165	0.6019311705421783
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_05_DNA_homologous_recombination	F3MD_05_D022_DNA_recombinases	F3MD_05_D022_Recombinase_zinc_beta_ribbon_domain_int	1245.SAMN10742283.GCA_004102585_02010	1.7863763770929162
specI_v4_00199	Leuconostoc mesenteroides	F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C148_Dextransucrase	F3MC_07_C148_Dextransucrase_dexB	1245.SAMN10754493.GCA_004103675_02248	1.571926699653613
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1245.SAMN11618760.GCA_008690805_00106	1.2065315381302
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1245.SAMN11618760.GCA_008690805_00672	1.5974327218234732
specI_v4_00199	Leuconostoc mesenteroides	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_transport_systems	F3MU_11_U098_sodium_proton_transport_systems	F3MU_11_U098_Na+_H+_antiporter_nhaP	1245.SAMN11618765.GCA_008689715_01219	4.10204945850966
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1245.SAMN11618766.GCA_008689685_02016	0.8183891776829616
specI_v4_00199	Leuconostoc mesenteroides	F3MC_carbohydrate_metabolism	F3MC_13_lactose_galactose_catabolism	F3MC_13_C081_UTP-glucose-1-phosphate_uridylyltransferase	F3MC_13_C081_UTP-glucose-1-phosphate_uridylyltransferase_galU	1245.SAMN13018494.GCA_009497095_00823	5.650782417334735
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D016_DNA_adenine_methylases	F3MD_03_D016_Adenine_specific_DNA_methylase_Mod_mod	1245.SAMN15636640.GCA_014060975_00057	0.526570532708847
specI_v4_00199	Leuconostoc mesenteroides	F3MP_pyruvate_dissimilation	F3MP_17_methylglyoxal_catabolism	F3MP_17_glyoxalase_I	F3MP_17_P067_Lactoylglutathione_lyase_glyoxalase_I_gloA	1245.SAMN15636640.GCA_014060975_00115	36.34159442148402
specI_v4_00199	Leuconostoc mesenteroides	F3MN_amino_acid_nitrogen_metabolism	F3MN_12_serine_threonine_catabolic_pathways	F3MN_12_N220_L-threonine_dehydrogenase	F3MN_12_N220_L-threonine_dehydrogenase_tdh	1245.SAMN15636640.GCA_014060975_00117	7.841085690602536
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_04_DNA_damage_repair	F3MD_04_D018_DNA_oxydative_damage_repair_system_mut	F3MD_04_D018_DNA_oxidative_damage_mismatch_repair_mutT	1245.SAMN17146152.GCA_018257055_00686	13.561877801603364
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D004_DNA_helicases	F3MD_01_D004_DNA_helicase_recQ	1245.SAMN17146152.GCA_018257055_00687	1.215978064553641
specI_v4_00199	Leuconostoc mesenteroides	F3MA_RNA_metabolism	F3MA_01_RNA_transcription	F3MA_01_R002_RNA_polymerase_sigma_factors	F3MA_01_R002_RNA_polymerase_primary_sigma_factor_rpoD	1245.SAMN17146152.GCA_018257055_00688	0.7254716291250708
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D013_DNA_general_methylases	F3MD_03_D013_DNA_methylase_mod	1245.SAMN18142790.GCA_019927245_00912	0.5175482961671066
specI_v4_00199	Leuconostoc mesenteroides	F3MC_carbohydrate_metabolism	F3MC_13_lactose_galactose_catabolism	F3MC_13_C081_UTP-glucose-1-phosphate_uridylyltransferase	F3MC_13_C081_UTP-glucose-1-phosphate_uridylyltransferase_galU	1245.SAMN18142790.GCA_019927245_01175	3.289762437022598
specI_v4_00199	Leuconostoc mesenteroides	F3MR_redox	F3MR_01_peroxides_metabolism	F3MR_01_Hydrogen_peroxide_peroxidase	F3MR_01_R018_Manganese_dependent_catalase_ydbD	1245.SAMN18142795.GCA_019927125_00948	1.103873774549111
specI_v4_00199	Leuconostoc mesenteroides	F3MT_translation_and_posttranslation_processes	F3MT_06_chaperone_proteases	F3MT_06_T037_ATP-dependent_Lon_serine_proteases	F3MT_06_T037_ATP-dependent_Lon_serine_protease_lon1	1245.SAMN18142795.GCA_019927125_01235	0.4660112288068477
specI_v4_00199	Leuconostoc mesenteroides	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U091_sulfate_sulfonate_ABC_transport_systems	F3MU_11_U091_Sulfonate_ABC_transport_system_substrate-binding_protein_ssuA	1245.SAMN18142797.GCA_019927145_00181	1.815661235733784
specI_v4_00199	Leuconostoc mesenteroides	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1245.SAMN18142799.GCA_019927065_02049	2.390402921865341
