main_module	food_microbiome_metabolic_module	food_microbiome_metabolic_function	food_microbiome_functional_gene	food_microbiome_COG_KO
F3MF_cofactors_metabolism	F3MF_14_Ni-Fe_nickel-iron_CO-CN-2_cluster_biosynthesis	F3MF_14_F125_Hydrogenase_nickel_incorporation_protein_HypA	F3MF_14_F125_Hydrogenase_nickel_incorporation_protein_HypA_hypA	COG0375_K04651
F3MF_cofactors_metabolism	F3MF_14_Ni-Fe_nickel-iron_CO-CN-2_cluster_biosynthesis	F3MF_14_F126_Hydrogenase_assembly_chaperone_HypC	F3MF_14_F126_Hydrogenase_assembly_chaperone_HypC_HupF	COG0298_K04653
F3MF_cofactors_metabolism	F3MF_14_Ni-Fe_nickel-iron_CO-CN-2_cluster_biosynthesis	F3MF_14_F127_Hydrogenase_formation_hypD	F3MF_14_F127_Hydrogenase_formation_hypD_family	COG0409_K04654
F3MF_cofactors_metabolism	F3MF_14_Ni-Fe_nickel-iron_CO-CN-2_cluster_biosynthesis	F3MF_14_F128_Hydrogenase_nickel_incorporation_protein_HypB	F3MF_14_F128_Hydrogenase_nickel_incorporation_protein_HypB	COG0378_K04652
F3MF_cofactors_metabolism	F3MF_14_Ni-Fe_nickel-iron_CO-CN-2_cluster_biosynthesis	F3MF_14_F129_FKBP-type_peptidyl-prolyl_cis-trans_isomerase	F3MF_14_F129_FKBP-type_peptidyl-prolyl_cis-trans_isomerase_SlyD 	COG1047_K03775
F3MF_cofactors_metabolism	F3MF_14_Ni-Fe_nickel-iron_CO-CN-2_cluster_biosynthesis	F3MF_14_F138_Hydrogenase_3_maturation_protein_isomerase	F3MF_14_F138_Hydrogenase_3_maturation_protein_hycI 	COG0680_K08315
F3MF_cofactors_metabolism	F3MF_15_2Fe-2S_iron-sulfur_cluster_biosynthesis	F3MF_15_F003_Cysteine_desulfurase	F3MF_15_F003_Cysteine_desulfurase_iscS	COG1104_K04487
F3MF_cofactors_metabolism	F3MF_15_2Fe-2S_iron-sulfur_cluster_biosynthesis	F3MF_15_F130_Cysteine_desulfurase_selenocysteine_lyase	F3MF_15_F130_Cysteine_desulfurase_selenocysteine_lyase_sufS	COG0520_K11717_*
F3MF_cofactors_metabolism	F3MF_15_2Fe-2S_iron-sulfur_cluster_biosynthesis	F3MF_15_F131_Fe-S_cluster_assembly_sufS_associated_domain_sufE	F3MF_15_F131_Fe-S_cluster_assembly_sufS_associated_domain_sufE	COG2166_K02426_*
F3MF_cofactors_metabolism	F3MF_15_2Fe-2S_iron-sulfur_cluster_biosynthesis	F3MF_15_F132_ABC-type_transport_system_involved_in_Fe-S_cluster_assembly	F3MF_15_F132_ABC-type_transport_system_involved_in_Fe-S_cluster_assembly_ATPase_component_sufC	COG0396_K09013
F3MF_cofactors_metabolism	F3MF_15_2Fe-2S_iron-sulfur_cluster_biosynthesis	F3MF_15_F132_ABC-type_transport_system_involved_in_Fe-S_cluster_assembly	F3MF_15_F132_ABC-type_transport_system_involved_in_Fe-S_cluster_assembly_permease_component_SufB	COG0719_K09014_*
F3MF_cofactors_metabolism	F3MF_15_2Fe-2S_iron-sulfur_cluster_biosynthesis	F3MF_15_F132_ABC-type_transport_system_involved_in_Fe-S_cluster_assembly	F3MF_15_F132_ABC-type_transport_system_involved_in_Fe-S_cluster_assembly_permease_component_SufD	COG0719_K09015_*
F3MF_cofactors_metabolism	F3MF_15_2Fe-2S_iron-sulfur_cluster_biosynthesis	F3MF_15_F133_Scaffold_protein_for_iron-sulfer_cluster_assembly_iscU	F3MF_15_F133_Scaffold_protein_for_iron-sulfer_cluster_assembly_iscU	COG0822_K04488
F3MF_cofactors_metabolism	F3MF_15_2Fe-2S_iron-sulfur_cluster_biosynthesis	F3MF_15_F134_Iron-sulfur_cluster_assembly_protein_iscA_sufA	F3MF_15_F134_Iron-sulfur_cluster_assembly_protein_iscA_sufA	COG0316_K13628_*
F3MF_cofactors_metabolism	F3MF_16_queuosine_biosynthesis	F3MB_16_F139_7-cyano-7-deazaguanine_synthase	F3MB_16_F139_7-cyano-7-deazaguanine_synthase_queC	COG0809_K06920
F3MF_cofactors_metabolism	F3MF_16_queuosine_biosynthesis	F3MB_16_F140_7-carboxy-7-deazaguanine_synthase	F3MB_16_F140_7-carboxy-7-deazaguanine_synthase_queE	COG0602_K10026
F3MF_cofactors_metabolism	F3MF_16_queuosine_biosynthesis	F3MB_16_F141_6-carboxy-5-6-7-8-tetrahydropterin_synthase	F3MB_16_F141_6-carboxy-5-6-7-8-tetrahydropterin_synthase_queD	COG0720_K01737
F3MF_cofactors_metabolism	F3MF_16_queuosine_biosynthesis	F3MB_16_F142_7-cyano-7-deazaguanine_reductase	F3MB_16_F142_7-cyano-7-deazaguanine_reductase_queF	COG0780_K06879
F3MF_cofactors_metabolism	F3MF_16_queuosine_biosynthesis	F3MB_16_F143_Epoxyqueuosine_reductase	F3MB_16_F143_Epoxyqueuosine_reductase_queG	COG1600_K18979
F3MF_cofactors_metabolism	F3MF_16_queuosine_biosynthesis	F3MB_16_F143_Epoxyqueuosine_reductase	F3MB_16_F143_Epoxyqueuosine_reductase_queH	COG1636_K09765
F3MF_cofactors_metabolism	F3MB_16_queuosine_biosynthesis	F3MA_03_F144_S-adenosylmethionine:tRNA_ribosyltransferase-isomerase	F3MA_03_F144_S-adenosylmethionine:tRNA_ribosyltransferase-isomerase_queA	COG0809_K07568
F3ML_fatty_acids_metabolism	F3ML_01_fatty_acids_biosynthesis_initiation	F3ML_01_L001_Acetyl-CoA_carboxyltransferase	F3ML_01_L001_Acetyl-CoA_carboxyltransferase_subunit_alpha_accA	COG0825_K01962
F3ML_fatty_acids_metabolism	F3ML_01_fatty_acids_biosynthesis_initiation	F3ML_01_L001_Acetyl-CoA_carboxyltransferase	F3ML_01_L001_Acetyl-CoA_carboxyltransferase_subunit_beta_accD	COG0777_K01963
F3ML_fatty_acids_metabolism	F3ML_01_fatty_acids_biosynthesis_initiation	F3ML_01_L001_Acetyl-CoA_carboxyltransferase	F3ML_01_L001_Biotin_carboxyl_carrier_protein_accB	COG0511_K02160
F3ML_fatty_acids_metabolism	F3ML_01_fatty_acids_biosynthesis_initiation	F3ML_01_L001_Acetyl-CoA_carboxyltransferase	F3ML_01_L001_Biotin_carboxylase_accC	COG0439_K01961
F3ML_fatty_acids_metabolism	F3ML_01_fatty_acids_biosynthesis_initiation	F3ML_01_L002_acyl-carrier-protein_S-malonyltransferase	F3ML_01_L002_acyl-carrier-protein_S-malonyltransferase_fabD	COG0331_K00645_*
F3ML_fatty_acids_metabolism	F3ML_01_fatty_acids_biosynthesis_initiation	F3ML_01_L003_3-oxoacyl-acyl_carrier_protein_synthase	F3ML_01_L003_3-oxoacyl-acyl_carrier_protein_synthase_3_fabH1	COG0332_K00648
F3ML_fatty_acids_metabolism	F3ML_01_fatty_acids_biosynthesis_initiation	F3ML_01_L015_Fatty_acids_biosynthesis_acyl_carrier_protein	F3ML_01_L015_Fatty_acids_biosynthesis_acyl_carrier_protein_acp	COG0236_K02078
F3ML_fatty_acids_metabolism	F3ML_02_fatty_acids_biosynthesis_elongation	F3ML_01_L003_3-oxoacyl-acyl_carrier_protein_synthase	F3ML_01_L003_3-oxoacyl-acyl_carrier_protein_synthase_1_fabB	COG0304_K00645
F3ML_fatty_acids_metabolism	F3ML_02_fatty_acids_biosynthesis_elongation	F3ML_02_L005_5Z-3-oxo-dodec-5-enoyl-acp_synthase	F3ML_02_L005_5Z-3-oxo-dodec-5-enoyl-acp_synthase_fabF_fabO	COG0304_K09458
F3ML_fatty_acids_metabolism	F3ML_02_fatty_acids_biosynthesis_elongation	F3ML_02_L006_3-oxoacyl-acyl-carrier-protein_reductase	F3ML_02_L006_3-oxoacyl-acyl-carrier-protein_reductase_fabG	COG1028_K00059
F3ML_fatty_acids_metabolism	F3ML_02_fatty_acids_biosynthesis_elongation	F3ML_02_L007_Beta-hydroxyacyl-acyl_carrier_protein_dehydratase	F3ML_02_L007_Beta-hydroxyacyl-acyl_carrier_protein_dehydratase_fabA	COG0764_K01716
F3ML_fatty_acids_metabolism	F3ML_02_fatty_acids_biosynthesis_elongation	F3ML_02_L008_3-hydroxy-acyl-acyl-carrier-protein_dehydratase	F3ML_02_L008_3-hydroxy-acyl-acyl-carrier-protein_dehydratase_fabZ	COG0764_K02372
F3ML_fatty_acids_metabolism	F3ML_02_fatty_acids_biosynthesis_elongation	F3ML_02_L009_Enoyl-acyl-carrier-protein_reductase	F3ML_02_L009_Enoyl-acyl-carrier-protein_reductase_fabI	COG0623_K00208
F3ML_fatty_acids_metabolism	F3ML_02_fatty_acids_biosynthesis_elongation	F3ML_02_L010_NADPH_binding_domain_of_trans-2-enoyl-CoA_reductase	F3ML_02_L010_NADPH_binding_domain_of_trans-2-enoyl-CoA_reductase_fabV	COG3007_K00209
F3ML_fatty_acids_metabolism	F3ML_02_fatty_acids_biosynthesis_elongation	F3ML_02_L011_Enoyl-acyl-carrier-protein_reductase	F3ML_02_L011_Enoyl-acyl-carrier-protein_reductase_NADH_fabK	COG2070_K02371
F3ML_fatty_acids_metabolism	F3ML_02_fatty_acids_biosynthesis_elongation	F3ML_02_L012_Fatty_acid_elongation_regulatory_protein	F3ML_02_L012_Fatty_acid_elongation_regulatory_protein_fabL	COG1028_K10780
F3ML_fatty_acids_metabolism	F3ML_03_unsaturated_fatty_acids_biosynthesis	F3ML_03_L013_Stearoyl-CoA_desaturase	F3ML_03_L013_Linoleoyl-CoA_desaturase_desB	COG3239_K00508
F3ML_fatty_acids_metabolism	F3ML_03_unsaturated_fatty_acids_biosynthesis	F3ML_03_L013_Stearoyl-CoA_desaturase	F3ML_03_L013_Stearoyl-CoA_desaturase_desA	COG1398_K00507
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L014_Long-chain-fatty-acidCoA_ligase	F3ML_04_L014_Long-chain-fatty-acidCoA_ligase_fadD	COG0318_K01895
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L014_Long-chain-fatty-acidCoA_ligase	F3ML_04_L014_Long-chain-fatty-acidCoA_ligase_fadD	COG0318_K01897
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L014_Long-chain-fatty-acidCoA_ligase	F3ML_04_L014_Long-chain-fatty-acidCoA_ligase_fadD	COG0365_K01895
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L014_Long-chain-fatty-acidCoA_ligase	F3ML_04_L014_Long-chain-fatty-acidCoA_ligase_fadD	COG1022_K01897
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L016_Acyl-CoA_dehydrogenase	F3ML_04_L016_Acyl-CoA_dehydrogenase_fadE	COG1960_K00249
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L016_Acyl-CoA_dehydrogenase	F3ML_04_L016_Acyl-CoA_dehydrogenase_fadE	COG1960_K06445
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L017_Isovaleryl-CoA_dehydrogenase	F3ML_04_L017_Isovaleryl-CoA_dehydrogenase_ivd	COG1960_K00253
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L018_Glutaryl-CoA_dehydrogenase	F3ML_04_L018_Glutaryl-CoA_dehydrogenase_gcdH	COG1960_K00252
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L019_Multifunctional_3-hydroxyacyl-CoA_dehydrogenase_3-hydroxyacyl-CoA_epimerase_enoyl-CoA_hydratase	F3ML_04_L019_Multifunctional_3-hydroxyacyl-CoA_dehydrogenase_3-hydroxyacyl-CoA_epimerase_enoyl-CoA_hydratase_fadB	COG1024_K01782
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L020_3-hydroxyacyl-CoA_dehydrogenase	F3ML_04_L020_3-hydroxyacyl-CoA_dehydrogenase_fadN	COG1024_K07516
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L020_3-hydroxyacyl-CoA_dehydrogenase	F3ML_04_L020_3-hydroxyacyl-CoA_dehydrogenase_fadN	COG1250_K07516
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L021_3-ketoacyl-CoA_thiolase	F3ML_04_L021_3-ketoacyl-CoA_thiolase_fadA	COG0183_K00632
F3ML_fatty_acids_metabolism	F3ML_04_fatty_acids_degradation_beta_oxidation	F3ML_04_L022_2-4-dienoyl-CoA_reductase	F3ML_04_L022_2-4-dienoyl-CoA_reductase_fadH	COG0446_K00219
F3ML_fatty_acids_metabolism	F3ML_05_fatty-acids-degradation	F3ML_05_L023_Lysophospholipase_L1_acyl-ACP_thioesterase_I	F3ML_05_L023_Lysophospholipase_L1_acyl-ACP_thioesterase_I_tesA	COG2755_K10804
F3ML_fatty_acids_metabolism	F3ML_05_fatty-acids-degradation	F3ML_05_L024_Acyl-CoA_thioesterase	F3ML_05_L024_Acyl-CoA_thioesterase_II_tesB	COG1946_K10805
F3ML_fatty_acids_metabolism	F3ML_05_fatty-acids-degradation	F3ML_05_L024_Acyl-CoA_thioesterase	F3ML_05_L024_Acyl-CoA_thioesterase_III_tesC	COG0824_K12500
F3ML_fatty_acids_metabolism	F3ML_05_fatty-acids-degradation	F3ML_05_L025_Alkane_1-monooxygenase	F3ML_05_L025_Alkane_1-monooxygenase_alkM	COG3239_K00496
F3ML_fatty_acids_metabolism	F3ML_05_fatty-acids-degradation	F3ML_05_L026_Medium-chain_acyl-acyl-carrier-protein_hydrolase	F3ML_05_L026_Medium-chain_acyl-acyl-carrier-protein_hydrolase_fat	COG3884_K01071
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M001_Flagellar_protein	F3MM_01_M001_Flagellar_protein_FlaG	COG1334_K06603
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M001_Flagellar_protein	F3MM_01_M001_Flagellar_protein_FlbD	COG01582_K02385
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M001_Flagellar_protein	F3MM_01_M001_Flagellar_protein_fliJ	COG2882_K02413
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M001_Flagellar_protein	F3MM_01_M001_Flagellar_protein_fliS	COG1516_K02422
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M002_Rod_structure_flagellar_basal_body_protein	F3MM_01_M002_Flagellar_basal_body_rod_protein_flgK	COG1256_K02396
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M002_Rod_structure_flagellar_basal_body_protein	F3MM_01_M002_Rod_structure_flagellar_basal_body_protein_flgA	COG1261_K02386
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M002_Rod_structure_flagellar_basal_body_protein	F3MM_01_M002_Rod_structure_flagellar_basal_body_protein_flgB	COG1815_K02387
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M002_Rod_structure_flagellar_basal_body_protein	F3MM_01_M002_Rod_structure_flagellar_basal_body_protein_flgC	COG1558_K02388
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M003_Scaffolding_protein_flagellar_hook_formation	F3MM_01_M003_Scaffolding_protein_flagellar_hook_formation_flgD	COG1843_K02389
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M003_Scaffolding_protein_flagellar_hook_formation	F3MM_01_M003_Scaffolding_protein_flagellar_hook_formation_flgF	COG4786_K02390
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M003_Scaffolding_protein_flagellar_hook_formation	F3MM_01_M003_Scaffolding_protein_flagellar_hook_formation_flgG	COG4786_K02392
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M005_Bacterial_flagellin_N-terminal_helical_region_protein	F3MM_01_M005_Bacterial_flagellin_N-terminal_helical_region_protein_flgL	COG1344_K02397
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M006_Flagellar_regulator_Anti-sigma-28_factor	F3MM_01_M006_Flagellar_regulator_Anti-sigma-28_factor_FlgM	2ET80_K02398
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M007_Export_apparatus_of_flagellin_protein	F3MM_01_M007_Export_apparatus_of_flagellin_protein_flhA	COG1298_K02400
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M007_Export_apparatus_of_flagellin_protein	F3MM_01_M007_Export_apparatus_of_flagellin_protein_flhB	COG1377_K02401
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M007_Export_apparatus_of_flagellin_protein	F3MM_01_M007_Export_apparatus_of_flagellin_protein_flhF	COG1419_K2404
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M008_Flagellin_synthesis_sigma-70_factor	F3MM_01_M008_Flagellin_synthesis_sigma-70_factor_sigD	COG1191_K02405
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M009_Flagellin_subunit_protein	F3MM_01_M009_Flagellin_subunit_protein_fliC	COG1344_K02406
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M010_Flagellar_filament_elongation_protein	F3MM_01_M010_Flagellar_filament_elongation_protein_fliD	COG1345_K02407
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M011_Flagellar_hook-basal_body_complex_protein	F3MM_01_M011_Flagellar_hook-basal_body_complex_protein_FliE	COG1677_K02408
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M012_Flagellar_M_ring_protein	F3MM_01_M012_Flagellar_M_ring_protein_fliF	COG1766_K02409
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M012_Flagellar_M_ring_protein	F3MM_01_M012_Flagellar_M_ring_protein_fliG	COG1536_K02410
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M013_Flagellar_assembly_protein	F3MM_01_M013_Flagellar_assembly_protein_FliH	COG1317_K02411
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M014_Flagellar_ATP_synthase	F3MM_01_M014_Flagellar_ATP_synthase_fliI	COG1157_K02412
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M016_Flagellar_hook-length_control_protein	F3MM_01_M016_Flagellar_hook-length_control_protein_FliK	2A45N_K02414
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M017_Flagella_rotational_direction_control_protein	F3MM_01_M017_Flagella_rotational_direction_control_protein_fliL	COG1580_K02415
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M018_Flagellar_motor_switch_protein	F3MM_01_M018_Flagellar_motor_switch_protein_FliM	COG1868_K02416
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M019_Type_III_flagellar_switch_regulator_C-ring	F3MM_01_M019_Type_III_flagellar_switch_regulator_C-ring_FliN	COG1776_K02417
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M020_Flagellar_biosynthesis_protein	F3MM_01_M020_Flagellar_biosynthesis_protein_FliO	2EGRG_K02418
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M020_Flagellar_biosynthesis_protein	F3MM_01_M020_Flagellar_biosynthesis_protein_FliQ	COG1987_K02420
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M021_Flagellum-specific_transport_system	F3MM_01_M021_Flagellum-specific_transport_system_fliP	COG01338_K02419
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M021_Flagellum-specific_transport_system	F3MM_01_M021_flagellum-specific_transport_system_fliR	COG1684_K02421
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M023_Flagellar_stator_proton_channel_protein	F3MM_01_M023_Flagellar_stator_proton_channel_protein_motA	COG1291_K02556
F3MM_cell_motility	F3MM_01_flagellar_assembly	F3MM_01_M023_Flagellar_stator_proton_channel_protein	F3MM_01_M023_Flagellar_stator_proton_channel_protein_motB	COG1360_K02557
F3MM_cell_motility	F3MM_02_chemotaxis	F3MM_02_M025_Methyl-accepting_chemotaxis_protein	F3MM_02_M025_Methyl-accepting_chemotaxis_protein_mcp	COG0840_K03406
F3MM_cell_motility	F3MM_02_chemotaxis	F3MM_02_M026_Two-component_system_chemotaxis_family_sensor_kinase	F3MM_02_M026_Two-component_system_chemotaxis_family_sensor_kinase_CheA	COG0643_K03407
F3MM_cell_motility	F3MM_02_chemotaxis	F3MM_02_M027_Purine-binding_chemotaxis_protein	F3MM_02_M027_Purine-binding_chemotaxis_protein_CheW	COG0835_K03408
F3MM_cell_motility	F3MM_02_chemotaxis	F3MM_02_M028_Chemotaxis_protein	F3MM_02_M028_Chemotaxis_protein_CheC	COG1776_K03410
F3MM_cell_motility	F3MM_02_chemotaxis	F3MM_02_M028_Chemotaxis_protein	F3MM_02_M028_Chemotaxis_protein_CheD	COG1871_K03411
F3MM_cell_motility	F3MM_02_chemotaxis	F3MM_02_M029_Two-component_system_chemotaxis_family_protein-glutamate_methylesterase_glutaminase	F3MM_02_M029_Two-component_system_chemotaxis_family_protein-glutamate_methylesterase_glutaminase_cheB	COG2201_K03412
F3MM_cell_motility	F3MM_02_chemotaxis	F3MM_02_M030_Two-component_system_chemotaxis_family_chemotaxis_protein	F3MM_02_M030_Two-component_system_chemotaxis_family_chemotaxis_protein_CheY	COG2201_K03413
F3MM_cell_motility	F3MM_02_chemotaxis	F3MM_02_M031_Methyltransferase_chemotaxis_proteins	F3MM_02_M031_Methyltransferase_chemotaxis_proteins_cheR	COG1352_K00575_*
F3MM_cell_motility	F3MM_03_Type_IV_pilus_twitching_motility	F3MM_03_M032_Type_IV_pilus_assembly_protein	F3MM_03_M032_Type_IV_pilus_assembly_protein_PilA	COG4969_K02650
F3MM_cell_motility	F3MM_03_Type_IV_pilus_twitching_motility	F3MM_03_M032_Type_IV_pilus_assembly_protein	F3MM_03_M032_Type_IV_pilus_assembly_protein_PilA	COG4968_K02650
F3MM_cell_motility	F3MM_03_Type_IV_pilus_twitching_motility	F3MM_03_M032_Type_IV_pilus_assembly_protein	F3MM_03_M032_Type_IV_pilus_assembly_protein_PilB	COG2804_K02652
F3MM_cell_motility	F3MM_03_Type_IV_pilus_twitching_motility	F3MM_03_M032_Type_IV_pilus_assembly_protein	F3MM_03_M032_Type_IV_pilus_assembly_protein_PilC	COG1459_K02653
F3MM_cell_motility	F3MM_03_Type_IV_pilus_twitching_motility	F3MM_03_M032_Type_IV_pilus_assembly_protein	F3MM_03_M032_Type_IV_pilus_assembly_protein_PilM	COG4972_K02662_*
F3MM_cell_motility	F3MM_03_Type_IV_pilus_twitching_motility	F3MM_03_M033_Type_IV_pilus_twitching_motility_protein	F3MM_03_M033_Type_IV_pilus_twitching_motility_protein_PilT	COG2805_K02669
F3MN_amino_acid_nitrogen_metabolism	F3MN_01_arginine_agmatine_deiminase_catabolic_pathway	F3MN_01_N001_Arginine_deiminase	F3MN_01_N001_Arginine_deiminase_arcA	COG2235_K01478
F3MN_amino_acid_nitrogen_metabolism	F3MN_01_arginine_agmatine_deiminase_catabolic_pathway	F3MN_01_N002_Agmatine_deiminase	F3MN_01_N002_Agmatine_deiminase_aguA	COG2957_K10536
F3MN_amino_acid_nitrogen_metabolism	F3MN_01_arginine_agmatine_deiminase_catabolic_pathway	F3MN_01_N003_Ornithine_carbamoyltransferase_catabolic	F3MN_01_N003_Ornithine_carbamoyltransferase_catabolic_arcB_argF	COG0078_K00611
F3MN_amino_acid_nitrogen_metabolism	F3MN_01_arginine_agmatine_deiminase_catabolic_pathway	F3MN_01_N004_Putrescine_carbamoyltransferase	F3MN_01_N004_Putrescine_carbamoyltransferase_aguB	COG0078_K13252
F3MN_amino_acid_nitrogen_metabolism	F3MN_01_arginine_agmatine_deiminase_catabolic_pathway	F3MN_01_N004_Putrescine_carbamoyltransferase	F3MN_01_N004_Putrescine_carbamoyltransferase_aguB	COG0388_K12251
F3MN_amino_acid_nitrogen_metabolism	F3MN_01_arginine_agmatine_deiminase_catabolic_pathway	F3MN_01_N005_Carbamate_kinase	F3MN_01_N005_Carbamate_kinase_arcC_aguC	COG0549_K00926
F3MN_amino_acid_nitrogen_metabolism	F3MN_02_arginine_succinyl_catabolic_pathway	F3MN_02_N006_Arginine_N-succinyltransferase	F3MN_02_N006_Arginine_N-succinyltransferase_astA	COG3138_K00673
F3MN_amino_acid_nitrogen_metabolism	F3MN_02_arginine_succinyl_catabolic_pathway	F3MN_02_N007_N-succinylarginine_dihydrolase	F3MN_02_N007_N-succinylarginine_dihydrolase_astB	COG3724_K01484
F3MN_amino_acid_nitrogen_metabolism	F3MN_02_arginine_succinyl_catabolic_pathway	F3MN_02_N008_Succinylornithine_transaminase	F3MN_02_N008_Succinylornithine_transaminase_astC	COG4992_K00840
F3MN_amino_acid_nitrogen_metabolism	F3MN_02_arginine_succinyl_catabolic_pathway	F3MN_02_N009_Succinylglutamate_semialdehyde_dehydrogenase	F3MN_02_N009_Succinylglutamate_semialdehyde_dehydrogenase_astD	COG1012_K06447
F3MN_amino_acid_nitrogen_metabolism	F3MN_02_arginine_succinyl_catabolic_pathway	F3MN_02_N010_Succinylglutamate_desuccinylase	F3MN_02_N010_Succinylglutamate_desuccinylase_astE	COG2988_K05526
F3MN_amino_acid_nitrogen_metabolism	F3MN_03_polyamine_production_superpathway	F3MN_03_N011_Arginine_decarboxylase	F3MN_03_N011_Arginine_decarboxylase_adiA	COG1982_K01584
F3MN_amino_acid_nitrogen_metabolism	F3MN_03_polyamine_production_superpathway	F3MN_03_N011_Arginine_decarboxylase	F3MN_03_N011_Arginine_decarboxylase_speA	COG1166_K01585
F3MN_amino_acid_nitrogen_metabolism	F3MN_03_polyamine_production_superpathway	F3MN_03_N012_Agmatinase	F3MN_03_N012_Agmatinase_speB	COG0010_K12255
F3MN_amino_acid_nitrogen_metabolism	F3MN_03_polyamine_production_superpathway	F3MN_03_N013_Ornithine_decarboxylase	F3MN_03_N013_Ornithine_decarboxylase_speC	COG0019_K01581
F3MN_amino_acid_nitrogen_metabolism	F3MN_03_polyamine_production_superpathway	F3MN_03_N013_Ornithine_decarboxylase	F3MN_03_N013_Ornithine_decarboxylase_speF	COG1982_K01581
F3MN_amino_acid_nitrogen_metabolism	F3MN_03_polyamine_production_superpathway	F3MN_03_N014_S-adenosylmethionine_decarboxylase	F3MN_03_N014_S-adenosylmethionine_decarboxylase_speD	COG1586_K01611
F3MN_amino_acid_nitrogen_metabolism	F3MN_03_polyamine_production_superpathway	F3MN_03_N015_Spermidine_synthase_Putrescine_aminopropyltransferase	F3MN_03_N015_Spermidine_synthase_Putrescine_aminopropyltransferase_speE	COG0421_K00797
F3MN_amino_acid_nitrogen_metabolism	F3MN_03_polyamine_production_superpathway	F3MN_03_N016_permidine_diamine_N1-acetyltransferase	F3MN_03_N016_Spermidine_diamine_N1-acetyltransferase_speG	COG1670_K00657
F3MN_amino_acid_nitrogen_metabolism	F3MN_04_lysine_decarboxylase_catabolic_pathway	F3MN_04_N017_Lysine_decarboxylase	F3MN_04_N017_Lysine_arginine_decarboxylase_yaaO	COG1982
F3MN_amino_acid_nitrogen_metabolism	F3MN_04_lysine_decarboxylase_catabolic_pathway	F3MN_04_N017_Lysine_decarboxylase	F3MN_04_N017_Lysine_decarboxylase_cadA	COG1982_K01582_*
