main_module	food_microbiome_metabolic_module	food_microbiome_metabolic_function	food_microbiome_functional_gene	food_microbiome_COG_KO
F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B001_Amidophosphoribosyltransferase	F3MB_01_B001_Amidophosphoribosyltransferase_purF	COG0034_K00764
F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B002_Phosphoribosylamine-glycine_ligase	F3MB_01_B002_Phosphoribosylamine-glycine_ligase_purD	COG0151_K01945
F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B003_Phosphoribosylglycinamide_formyltransferase_1	F3MB_01_B003_Phosphoribosylglycinamide_formyltransferase_1_purN	COG0299_K11175
F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B004_Phosphoribosylformylglycinamide_synthetase	F3MB_01_B004_Phosphoribosylformylglycinamide_synthetase_1_purL	COG0046_K01952
F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B004_Phosphoribosylformylglycinamide_synthetase	F3MB_01_B004_Phosphoribosylformylglycinamide_synthetase_2_purQ	COG0047_K01952
F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B004_Phosphoribosylformylglycinamide_synthetase	F3MB_01_B004_Phosphoribosylformylglycinamide_synthetase_3_purS	COG1828_K01952
F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B005_Phosphoribosylformylglycinamide_cyclo-ligase	F3MB_01_B005_Phosphoribosylformylglycinamide_cyclo-ligase_purM	COG0150_K01933
F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B006_5-carboxyaminoimidazole_ribonucleotide_synthase	F3MB_01_B006_5-carboxyaminoimidazole_ribonucleotide_synthase_purK	COG0026_K01589
F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B007_N5-carboxyaminoimidazole_ribonucleotide_mutase	F3MB_01_B007_N5-carboxyaminoimidazole_ribonucleotide_mutase_purE	COG0041_K01588
F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B008_Phosphoribosylaminoimidazole-succinocarboxamide_synthase	F3MB_01_B008_Phosphoribosylaminoimidazole-succinocarboxamide_synthase_purC	COG0152_K01923
F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B009_Adenylosuccinate_lyase	F3MB_01_B009_Adenylosuccinate_lyase_purB	COG0015_K01756
F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B010_Bifunctional_AICAR_transformylase_IMP_cyclohydrolase	F3MB_01_B010_Bifunctional_AICAR_transformylase_IMP_cyclohydrolase_purH_purO	COG0138_K00602
F3MB_nucleotide_metabolism	F3MB_02_adenine_biosynthesis	F3MB_02_B011_Adenylosuccinate_synthase	F3MB_02_B011_Adenylosuccinate_synthase_purA	COG0104_K01939
F3MB_nucleotide_metabolism	F3MB_02_adenine_biosynthesis	F3MB_02_B012_Adenylate_kinase	F3MB_02_B012_Adenylate_kinase_adk	COG0563_K00939
F3MB_nucleotide_metabolism	F3MB_02_adenine_biosynthesis	F3MB_02_B013_Phosphoribosylglycinamide_formyltransferase_2	F3MB_02_B013_Phosphoribosylglycinamide_formyltransferase_2_purT	COG0027_K08289
F3MB_nucleotide_metabolism	F3MB_03_guanine_biosynthesis	F3MB_03_B014_Inosine_5-monophosphate_dehydrogenase	F3MB_03_B014_Inosine_5-monophosphate_dehydrogenase_guaB	COG0516_K00088
F3MB_nucleotide_metabolism	F3MB_03_guanine_biosynthesis	F3MB_03_B015_GMP_synthetase	F3MB_03_B015_GMP_synthetase_guaA	COG0519_K01951
F3MB_nucleotide_metabolism	F3MB_03_guanine_biosynthesis	F3MB_03_B015_GMP_synthetase	F3MB_03_B015_GMP_synthetase_guaA	COG0518_K01951
F3MB_nucleotide_metabolism	F3MB_03_guanine_biosynthesis	F3MB_03_B016_Guanylate_kinase	F3MB_03_B016_Guanylate_kinase_gmK	COG0194_K00942
F3MB_nucleotide_metabolism	F3MB_03_guanine_biosynthesis	F3MB_03_B017_GMP_reductase	F3MB_03_B017_GMP_reductase_guaC	COG0516_K00364
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B018_Aspartate_ornithine_carbamoyltransferase	F3MB_04_B018_Aspartate_ornithine_carbamoyltransferase_regulatory_subunit_pyrI	COG1781_K00610
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B018_Aspartate_ornithine_carbamoyltransferase	F3MB_04_B018_Aspartate_ornithine_carbamoyltransferase_solute-binding_subunit_pyrB	COG0540_K00609
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B019_Dihydroorotase	F3MB_04_B019_Dihydroorotase_1_pyrC1	COG0044_K01465
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B019_Dihydroorotase	F3MB_04_B019_Dihydroorotase_2_pyrC2	COG0418_K01465
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B019_Dihydroorotase	F3MB_04_B019_Dihydroorotase_3_pyrC3	COG3964_K01465
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B020_Dihydroorotate_dehydrogenase	F3MB_04_B020_Dihydroorotate_dehydrogenase_electron_transfer_subunit_pyrK	COG0543_K02823
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B020_Dihydroorotate_dehydrogenase	F3MB_04_B020_Dihydroorotate_dehydrogenase_type_2_pyrD1	COG0167_K00254
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B020_Dihydroorotate_dehydrogenase	F3MB_04_B020_Dihydroorotate_dehydrogenase_type_2_pyrD2	COG0167_K00226_*
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B021_Orotate_phosphoribosyltransferase	F3MB_04_B021_Orotate_phosphoribosyltransferase_pyrE	COG0461_K00762
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B022_Orotidine-5-phosphate_decarboxylase	F3MB_04_B022_Orotidine-5-phosphate_decarboxylase_pyrF	COG0284_K01591
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B023_CTP_synthetase	F3MB_04_B023_CTP_synthetase_pyrG	COG0504_K01937
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B024_UMP_kinase	F3MB_04_B024_UMP_kinase_pyrH	COG0528_K09903
F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B065_Thymidylate_synthase	F3MB_04_B065_Thymidylate_synthase_thyA	COG0207_K00560
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B025_Uracil_phosphoribosyltransferase	F3MB_05_B025_Uracil_phosphoribosyltransferase_upp	COG0035_K00761
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B026_Thymidine_kinase	F3MB_05_B026_Thymidine_kinase_tdkA	COG1435_K00857
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B027_Uridine_cytidine_kinase	F3MB_05_B027_Uridine_cytidine_kinase_udk	COG0572_K00876
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B028_Nucleoside_diphosphate_kinase	F3MB_05_B028_Nucleoside_diphosphate_kinase_ndk	COG0105_K00940
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B029_Thymidylate_kinase	F3MB_05_B029_Thymidylate_kinase_tdkB	COG0125_K00943
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B030_Cytidylate_kinase	F3MB_05_B030_Cytidylate_kinase_cmk	COG0283_K00945
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B031_Phosphoribosylpyrophosphate_synthetase	F3MB_05_B031_Phosphoribosylpyrophosphate_synthetase_prs	COG0462_K00948
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B032_5-nucleotidase_UDP-sugar_hydrolase	F3MB_05_B032_5-nucleotidase_UDP-sugar_hydrolase_yunD	COG0737_K01081
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B033_dGTP_triphosphohydrolase	F3MB_05_B033_dGTP_triphosphohydrolase_dgt	COG0232_K01129
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B034_Dihydropyrimidinase	F3MB_05_B034_Dihydropyrimidinase_hydA	COG0044_K01464
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B035_dCTP_deaminase	F3MB_05_B035_dCTP_deaminase_dcd	COG0717_K01494
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B036_dUTP_hydrolase	F3MB_05_B036_dUTP_hydrolase_dut	COG0756_K01520
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B037_Ppx_GppA_exopolyphosphatase	F3MB_05_B037_Ppx_GppA_exopolyphosphatase_ppx	COG0248_K01524
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B038_Xanthine_phosphoribosyltransferase	F3MB_05_B038_Xanthine_phosphoribosyltransferase_xpt	COG0503_K03816
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B039_Adenylate_cyclase	F3MB_05_B039_Adenylate_cyclase_class_1_cyaA	COG3072_K05851
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B039_Adenylate_cyclase	F3MB_05_B039_Adenylate_cyclase_class_2_cyaB	COG1437_K05873
F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B056_GTP_pyrophosphokinase	F3MB_05_B056_GTP_pyrophosphokinase_relA	COG2357_K00951
F3MB_nucleotide_metabolism	F3MB_07_nucleoside_deaminases_pathways	F3MB_07_B045_Adenine_deaminase	F3MB_07_B045_Adenine_deaminase_ade	COG1001_K01486
F3MB_nucleotide_metabolism	F3MB_07_nucleoside_deaminases_pathways	F3MB_07_B046_Adenosine_AMP_deaminase	F3MB_07_B046_Adenosine_AMP_deaminase_add	COG1816_K01488
F3MB_nucleotide_metabolism	F3MB_07_nucleoside_deaminases_pathways	F3MB_07_B047_Cytosine_deaminase	F3MB_07_B047_Cytosine_deaminase_codA	COG0402_K01485
F3MB_nucleotide_metabolism	F3MB_07_nucleoside_deaminases_pathways	F3MB_07_B048_Guanine_deaminase	F3MB_07_B048_Guanine_deaminase_guaD1	COG0402_K01487
F3MB_nucleotide_metabolism	F3MB_07_nucleoside_deaminases_pathways	F3MB_07_B048_Guanine_deaminase	F3MB_07_B048_Guanine_deaminase_guaD2	COG0590_K01487
F3MB_nucleotide_metabolism	F3MB_07_nucleoside_deaminases_pathways	F3MB_07_B049_Cytidine_deaminase	F3MB_07_B049_Cytidine_deaminase_cdd	COG0295_K01489
F3MB_nucleotide_metabolism	F3MB_07_nucleoside_deaminases_pathways	F3MB_07_B050_Xanthine-guanine_phosphoribosyltransferase	F3MB_07_B050_Xanthine-guanine_phosphoribosyltransferase_gpt	COG2236_K00769
F3MB_nucleotide_metabolism	F3MB_08_ribonucleoside_reductase_pathways	F3MB_08_B051_Aerobic_ribonucleoside-diphosphate_reductase	F3MB_08_B051_Aerobic_ribonucleoside-diphosphate_reductase_alpha_subunit_nrdA_nrdE	COG0209_K00525
F3MB_nucleotide_metabolism	F3MB_08_ribonucleoside_reductase_pathways	F3MB_08_B051_Aerobic_ribonucleoside-diphosphate_reductase	F3MB_08_B051_Aerobic_ribonucleoside-diphosphate_reductase_beta_subunit_nrdB_nrdF	COG0208_K00526
F3MB_nucleotide_metabolism	F3MB_08_ribonucleoside_reductase_pathways	F3MB_08_B053_Anaerobic_ribonucleoside-triphosphate_reductase	F3MB_08_B053_Activator_of_anaerobic_ribonucleoside-triphosphate_reductase_nrdG	COG0602_K04068
F3MB_nucleotide_metabolism	F3MB_08_ribonucleoside_reductase_pathways	F3MB_08_B053_Anaerobic_ribonucleoside-triphosphate_reductase	F3MB_08_B053_Anaerobic_ribonucleoside-triphosphate_reductase_nrdD	COG1328_K21636
F3MB_nucleotide_metabolism	F3MB_08_ribonucleoside_reductase_pathways	F3MB_08_B053_Anaerobic_ribonucleoside-triphosphate_reductase	F3MB_08_B053_NrdI_Flavodoxin_for_ribonucleoside-diphosphate_reductase_nrdI	COG1780_K03647
F3MB_nucleotide_metabolism	F3MB_09_xanthine_catabolism_allantoate_pathway	F3MB_09_B057_Xanthine_dehydrogenase	F3MB_09_B057_Xanthine_dehydrogenase_xdhA	COG4630_K13481
F3MB_nucleotide_metabolism	F3MB_09_xanthine_catabolism_allantoate_pathway	F3MB_09_B057_Xanthine_dehydrogenase	F3MB_09_B057_Xanthine_dehydrogenase_xdhB	COG4631_K13482
F3MB_nucleotide_metabolism	F3MB_09_xanthine_catabolism_allantoate_pathway	F3MB_09_B058_FAD-dependent_urate_hydroxylase	F3MB_09_B058_FAD-dependent_urate_hydroxylase_hpxO	COG0654_K16839
F3MB_nucleotide_metabolism	F3MB_09_xanthine_catabolism_allantoate_pathway	F3MB_09_B059_5-Hydroxyisourate_hydrolase	F3MB_09_B059_5-Hydroxyisourate_hydrolase_uraH	COG2351_K07127
F3MB_nucleotide_metabolism	F3MB_09_xanthine_catabolism_allantoate_pathway	F3MB_09_B060_2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline_decarboxylase	F3MB_09_B060_2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline_decarboxylase_hpxQ_uraD	COG3195_K16840
F3MB_nucleotide_metabolism	F3MB_09_xanthine_catabolism_allantoate_pathway	F3MB_09_B061_Ureidoglycolate_hydrolase	F3MB_09_B061_Ureidoglycolate_hydrolase_allA	COG3194_K01483
F3MB_nucleotide_metabolism	F3MB_09_xanthine_catabolism_allantoate_pathway	F3MB_09_B062_Allantoinase	F3MB_09_B062_Allantoinase_allB	COG0044_K01466
F3MB_nucleotide_metabolism	F3MB_09_xanthine_catabolism_allantoate_pathway	F3MB_09_B063_Allantoate_deiminase	F3MB_09_B063_Allantoate_deiminase_allC	COG0624_K02083_*
F3MB_nucleotide_metabolism	F3MB_09_xanthine_catabolism_allantoate_pathway	F3MB_09_B064_Ureidoglycolate_dehydrogenase	F3MB_09_B064_Ureidoglycolate_dehydrogenase_allD	COG2055_K00073_*
F3MB_nucleotide_metabolism	F3MB_09_xanthine_catabolism_allantoate_pathway	F3MB_09_B066_Allantoicase	F3MB_09_B066_Allantoicase_alc	COG4266_K01477
F3MB_nucleotide_metabolism	F3MB_09_xanthine_catabolism_allantoate_pathway	F3MB_09_B067_S-ureidoglycine_aminohydrolase	F3MB_09_B067_S-ureidoglycine_aminohydrolase_ylbA	COG3257_K14977
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C001_Glucokinase	F3MC_01_C001_Glucokinase_glk	COG1940_K00845
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C001_Glucokinase	F3MC_01_C001_Glucokinase_glk	COG0837_K00845
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C002_Glucose-6-phosphate_isomerase	F3MC_01_C002_Glucose-6-phosphate_isomerase_pgi	COG0166_K01810
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C002_Glucose-6-phosphate_isomerase	F3MC_01_C002_Glucose-6-phosphate_isomerase_pgiA	COG2140_K06859
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C004_6-phosphofructokinase	F3MC_01_C004_6-phosphofructokinase_pfkA	COG0205_K00850
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C005_Fructose-bisphosphate_aldolase	F3MC_01_C005_Fructose-bisphosphate_aldolase_class-I_fda	COG3588_K01623
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C005_Fructose-bisphosphate_aldolase	F3MC_01_C005_Fructose-bisphosphate_aldolase_fbaA	COG0191_K01624_*
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C006_Triose_phosphate_isomerase	F3MC_01_C006_Triose_phosphate_isomerase_tpiA	COG0149_K01803
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C007_Glyceraldehyde-3-phosphate_dehydrogenase	F3MC_01_C007_Glyceraldehyde-3-phosphate_dehydrogenase_gapA	COG0057_K00134
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C008_NADP-dependent_glyceraldehyde-3-phosphate_dehydrogenase	F3MC_01_C008_NADP-dependent_glyceraldehyde-3-phosphate_dehydrogenase_gapN	COG1012_K00131
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C009_Phosphoglycerate_kinase	F3MC_01_C009_Phosphoglycerate_kinase_pgkA	COG0126_K00927
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C010_Phosphoglycerate_mutase	F3MC_01_C010_Phosphoglycerate_mutase_gpmA	COG0588_K01834
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C011_Enolase	F3MC_01_C011_Enolase_eno	COG0148_K01689
F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C012_Pyruvate_kinase	F3MC_01_C012_Pyruvate_kinase_pyk	COG0469_K00873
F3MC_carbohydrate_metabolism	F3MC_02_reverse_EMP_pathway	F3MC_02_C013_Fructose-1-6-bisphosphatase	F3MC_02_C013_Fructose-1-6-bisphosphatase_fpb	COG0158_K03841
F3MC_carbohydrate_metabolism	F3MC_02_reverse_EMP_pathway	F3MC_02_C013_Fructose-1-6-bisphosphatase	F3MC_02_C013_Fructose-1-6-bisphosphatase_fpb	COG3855_K03841
F3MC_carbohydrate_metabolism	F3MC_02_reverse_EMP_pathway	F3MC_02_C014_Phosphoenolpyruvate_synthase	F3MC_02_C014_Phosphoenolpyruvate_synthase_ppsA	COG0574_K01007
F3MC_carbohydrate_metabolism	F3MC_02_reverse_EMP_pathway	F3MC_02_C015_Phosphoenolpyruvate_carboxykinase	F3MC_02_C015_Phosphoenolpyruvate_carboxykinase_pckA	COG1866_K01610
F3MC_carbohydrate_metabolism	F3MC_02_reverse_EMP_pathway	F3MC_02_C015_Phosphoenolpyruvate_carboxykinase	F3MC_02_C015_Phosphoenolpyruvate_carboxykinase_pckA	COG1274_K01610
F3MC_carbohydrate_metabolism	F3MC_02_reverse_EMP_pathway	F3MC_02_C016_Pyruvate_phosphate_dikinase	F3MC_02_C016_Pyruvate_phosphate_dikinase_ppdK	COG0574_K01006
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C017_Glucose-6-phosphate_1-dehydrogenase	F3MC_03_C017_Glucose-6-phosphate_1-dehydrogenase_zwf	COG0364_K00036
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C018_6-phosphogluconolactonase	F3MC_03_C018_6-phosphogluconolactonase_pgl	COG0363_K01057
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C018_6-phosphogluconolactonase	F3MC_03_C018_6-phosphogluconolactonase_pgl	COG2706_K07404
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C019_6-phosphogluconate_dehydratase	F3MC_03_C019_6-phosphogluconate_dehydratase_edd	COG0129_K01690
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C020_2-keto-3-deoxy-6-phosphogluconate_aldolase	F3MC_03_C020_2-keto-3-deoxy-6-phosphogluconate_aldolase_eda	COG0800_K01625
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C021_Gluconate_kinase	F3MC_03_C021_Gluconate_kinase_gntK	COG1070_K00851
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C021_Gluconate_kinase	F3MC_03_C021_Gluconate_kinase_gntK	COG3265_K00851
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C022_6-phosphogluconate_dehydrogenase	F3MC_03_C022_6-phosphogluconate_dehydrogenase_gntZ	COG1023_K00033
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C022_6-phosphogluconate_dehydrogenase	F3MC_03_C022_6-phosphogluconate_dehydrogenase_NADP-dependent_gnd	COG0362_K00033
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C023_Ribulose-phosphate_3-epimerase	F3MC_03_C023_Ribulose-phosphate_3-epimerase_rpe	COG0036_K01783
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C024_Xylulose-5-phosphate_phosphoketolase	F3MC_03_C024_Xylulose-5-phosphate_phosphoketolase_xpkA	COG3957_K01621
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C025_Glucose_1-dehydrogenase	F3MC_03_C025_Glucose_1-dehydrogenase_gdh	COG1028_K00034
F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C026_Gluconolactonase	F3MC_03_C026_Gluconolactonase_gnl	COG3386_K01053
F3MC_carbohydrate_metabolism	F3MC_04_HMP_pathway	F3MC_04_C027_Ribose-5-phosphate_isomerase	F3MC_04_C027_Ribose-5-phosphate_isomerase_rpiA	COG0120_K01807
F3MC_carbohydrate_metabolism	F3MC_04_HMP_pathway	F3MC_04_C027_Ribose-5-phosphate_isomerase	F3MC_04_C027_Ribose-5-phosphate_isomerase_rpiB	COG0698_K01808
F3MC_carbohydrate_metabolism	F3MC_04_HMP_pathway	F3MC_04_C028_Tranketolase	F3MC_04_C028_Tranketolase_tktA	COG0021_K00615
F3MC_carbohydrate_metabolism	F3MC_04_HMP_pathway	F3MC_04_C028_Tranketolase	F3MC_04_C028_Tranketolase_tktB	COG3959_K00615
F3MC_carbohydrate_metabolism	F3MC_04_HMP_pathway	F3MC_04_C028_Tranketolase	F3MC_04_C028_Tranketolase_tktN	COG3958_K00615
F3MC_carbohydrate_metabolism	F3MC_04_HMP_pathway	F3MC_04_C029_Transaldolase	F3MC_04_C029_Transaldolase_tal	COG0176_K00616
F3MC_carbohydrate_metabolism	F3MC_05_general_PTS_enzymes	F3MC_05_C030_Phosphotransferase_system_Enzyme_I	F3MC_05_C030_Phosphotransferase_system_Enzyme_I_ptsI	COG1080_K08483
F3MC_carbohydrate_metabolism	F3MC_05_general_PTS_enzymes	F3MC_05_C031_Phosphotransferase_system_phosphocarrier_protein_HPr	F3MC_05_C031_Phosphotransferase_system_phosphocarrier_protein_HPr_ptsH	COG1925_K11189
F3MC_carbohydrate_metabolism	F3MC_05_general_PTS_enzymes	F3MC_05_C032_Phosphotransferase_system_HPr_kinase_phosphorylase	F3MC_05_C032_Phosphotransferase_system_HPr_kinase_phosphorylase_hprK	COG1493_K06023
F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C033_Phosphomannomutase	F3MC_06_C033_Phosphomannomutase_pmm	COG1109_K15778_*
F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C034_Mannose-6-phosphate_isomerase	F3MC_06_C034_Mannose-6-phosphate_isomerase_manA	COG1482_K01809
F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C035_6-phospho-beta-D-glucosidase_mannosidase	F3MC_06_C035_6-phospho-beta-D-glucosidase_mannosidase_bglA	COG2723_K01223_*
F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C036_Beta-D-glucosidase_mannosidase	F3MC_06_C036_Beta-D-glucosidase_mannosidase_bglB	COG2723_K05350
F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C036_Beta-D-glucosidase_mannosidase	F3MC_06_C036_Beta-D-glucosidase_mannosidase_bglX	COG1472_K05349_*
F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C037_Cellobiose_phosphorylase	F3MC_06_C037_Cellobiose_phosphorylase_celF	COG3459_K00702_*
F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C145_Hemicellulotytic_endoglucanase	F3MC_06_C145_Hemicellulotytic_endoglucanase_celA	COG2730_K01179
F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C146_Alpha-mannosidase	F3MC_06_C146_Alpha-mannosidase_manC	COG0383_K01191_*
F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C003_D-Mannitol_2-dehydrogenase	F3MC_07_C003_D-Mannitol_2-dehydrogenase_mthA	COG0246_K00045_*
F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C038_1-phosphofructokinase	F3MC_07_C038_1-phosphofructokinase_pfkB_fruK	COG1105_K00882
F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C039_Fructokinase	F3MC_07_C039_Fructokinase_scrK	COG1940_K00847
F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C039_Fructokinase	F3MC_07_C039_Fructokinase_scrK	COG0524_K00847
F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C040_Sucrose-6-phosphate_hydrolase	F3MC_07_C040_Sucrose-6-phosphate_hydrolase_scrB	COG1621_K01193
F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C041_Sucrose_phosphorylase	F3MC_07_C041_Sucrose_phosphorylase_gtfA	COG0366_K00690
F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C042_Levansucrase	F3MC_07_C042_Levansucrase_sacB	COG1621_K00692_*
F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C099_Mannitol-1-phosphate_5-dehydrogenase	F3MC_07_C099_Mannitol-1-phosphate_5-dehydrogenase_mtlD	COG0246_K00009
F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C147_Levanase	F3MC_07_C147_Levanase_levB	COG1621_K01212
F3MC_carbohydrate_metabolism	F3MC_07_fructose_sucrose_catabolism	F3MC_07_C148_Dextransucrase	F3MC_07_C148_Dextransucrase_dexB	COG0366
F3MC_carbohydrate_metabolism	F3MC_08_NAG_chitobiose_catabolism	F3MC_08_C043_N-acetylglucosamine-6-phosphate_deacetylase	F3MC_08_C043_N-acetylglucosamine-6-phosphate_deacetylase_nagA	COG1820_K01443
F3MC_carbohydrate_metabolism	F3MC_08_NAG_chitobiose_catabolism	F3MC_08_C044_Glucosamine-6-phosphate_deaminase	F3MC_08_C044_Glucosamine-6-phosphate_deaminase_nagB	COG0363_K02564
F3MC_carbohydrate_metabolism	F3MC_08_NAG_chitobiose_catabolism	F3MC_08_C045_N-acetylglucosamine_kinase	F3MC_08_C045_N-acetylglucosamine_kinase_nagK	COG1940_K00884
